Known via,Business Name,Contact Name,Email Address,Phone Number,Website URL,Facebook Page URL,Business Category,Notes
,Coastal Conservation Association of the Florida Keys,,,(407) 854-7002,https://ccaflorida.org,,Area Services: Non Profit Agencies,
,Community Foundation of the Florida Keys,,,(305) 292-1502,https://cffk.org,,Area Services: Non Profit Agencies,
,Coral Restoration Foundation,,,(305) 453-7030,https://coralrestoration.org,,Area Services: Non Profit Agencies,
,Crustacean Plantation,,,(740) 357-2269,https://custaceanplantation.org,,Area Services: Non Profit Agencies,
,Domestic Abuse Shelter,,,(305) 743-5452,https://domesticabuseshelter.org,,Area Services: Non Profit Agencies,
,Everglades Foundation,,,(305) 251-0001,https://evergladesfoundation.org,,Area Services: Non Profit Agencies,
,Florida Bay Forever,,,(305) 509-7545,https://floridabayforever.org,,Area Services: Non Profit Agencies,
,Florida Keys Board of Realtors,,,(305) 852-9294,https://flkeysboardofrealtors.com,,Area Services: Non Profit Agencies,
,Florida Keys Chapter DAR,,,(305) 731-1448,https://fssdar.com,,Area Services: Non Profit Agencies,
,Florida Keys Children's Shelter,,,(305) 852-4246,https://fkcs.org,,Area Services: Non Profit Agencies,
,Florida Keys National Marine Sanctuary Foundation,,,(305) 809-7400,https://floridakeysfoundation.org,,Area Services: Non Profit Agencies,
,Florida Keys Outreach Coalition,,,(305) 295-7741,https://fkoc.org,,Area Services: Non Profit Agencies,
,Forgotten Soldiers Outreach,,,(561) 369-2933,https://forgottensoldiers.org,,Area Services: Non Profit Agencies,
,Friends of Islamorada State Parks,,,(305) 664-0655,https://friendsofislamoradaareastateparks.org,,Area Services: Non Profit Agencies,
,Friends of the Pool,,,(305) 664-7149,https://swimalligatorlight.com,,Area Services: Non Profit Agencies,
,Good Health Clinic,,,(305) 853-1788,https://thegoodhealthclinic.org,,Area Services: Non Profit Agencies,
,Habitat for Humanity of the Upper Keys,,,(305) 453-0050,https://habitatupperkeys.org,,Area Services: Non Profit Agencies,
,Islamorada Chamber of Commerce,,,(305) 664-4503,https://islamoradachamber.com,,Area Services: Non Profit Agencies,
,Islamorada Fishing Club,,,(305) 664-4735,https://theislamoradafishingclub.com,,Area Services: Non Profit Agencies,
,Islamorada Moose Lodge & Family Center,,,(305) 664-8120,https://facebook.com/IslamoradaMoose,,Area Services: Non Profit Agencies,
,Just Older Youth Inc,,,(305) 834-8528,https://justolderyouthinc.org,,Area Services: Non Profit Agencies | Area Services,
,Maria's Hope & Prosperity,,,(305) 509-1106,https://mariahopeandprosperity.org,,Area Services,
,MarrVelous Pet Rescues & Adoptions,,,(305) 453-1315,https://mpresecues.org,,Area Services,
,Ocean Dreams Cancer Healing Center,,,(717) 309-8067,https://oceandreamshealing.org,,Area Services,
,Ocean Reef Community Foundation,,,(305) 367-4707,https://orfound.org,,Area Services,
,Plantation Key School PTA,,,(305) 853-3281,https://pkspta.com,,Area Services,
,Reef Renewal USA,,,(813) 245-3273,https://reefrenewalusa.org,,Area Services,
,Rotary Club of Key Largo,,,(305) 393-6937,https://keylargorotary.org,,Area Services,
,Ryan Shines Burn Foundation,,,(956) 821-9633,https://ryanshines.com,,Area Services,
,Sereia Films,,,(225) 939-8029,https://sereiafilms.org,,Area Services,
,Sigma Omega of the Florida Keys,,,(305) 522-6783,,,Area Services,
,Take Stock in Children Monroe,,,(305) 293-1546,https://takestockinchildren.org,,Area Services,
,United Way of Collier & the Florida Keys,,,(305) 735-1929,https://keysunitedway.org,,Area Services,
,Upper Keys Rotary,,,(305) 852-2431,https://keysrotary.org,,Area Services,
,Voices for Florida Keys Children,,,(305) 301-3624,https://voiceskids.org,,Area Services,
,Wesley House Family Services,,,(305) 809-5000,https://wesleyhouse.org,,Area Services,
,Advanced Care Medical Supplies,,,(305) 440-2277,,,"Area Services: Physicians, Medical & Long Term Care",
,Advanced Urgent Care of the Florida Keys,,,(305) 294-0011,https://urgentcarefloridakeys.com,,"Area Services: Physicians, Medical & Long Term Care",
,Baptist Health Mariners Hospital,,,(305) 434-3000,https://baptisthealth.net,,"Area Services: Physicians, Medical & Long Term Care",
,Community Health of South Florida,,,(305) 743-0383,https://chisouthfl.org,,"Area Services: Physicians, Medical & Long Term Care",
,Florida Keys Pediatric & Adolescent Center,,,(305) 853-0558,,,"Area Services: Physicians, Medical & Long Term Care",
,Garrett Chiropractic & Wellness Center,,,(305) 853-1003,https://floridakeyschiropractor.com,,"Area Services: Physicians, Medical & Long Term Care",
,Islamorada Medical Center / ASAP Urgent Care,,,(305) 852-9300,https://asapmedecine.com,,"Area Services: Physicians, Medical & Long Term Care",
,Janis J. Jeffers Dentistry,,,(305) 664-4282,,,"Area Services: Physicians, Medical & Long Term Care",
,Keys Dermatology,,,(305) 664-8828,https://keysdermatology.com,,"Area Services: Physicians, Medical & Long Term Care",
,Miracle-Ear of the Florida Keys,,,(305) 453-6332,https://miracle-ear.com,,"Area Services: Physicians, Medical & Long Term Care",
,Oasis at the Keys Nursing & Rehabilitation,,,(305) 853-0799,https://crystalhrc.com,,"Area Services: Physicians, Medical & Long Term Care",
,Overseas Dental,,,(305) 453-9105,https://overseas-dental.com,,"Area Services: Physicians, Medical & Long Term Care",
,Tranquility Bay Adult Day Care,,,(786) 261-4963,https://www.lasmiasmcadcp.com,,"Area Services: Physicians, Medical & Long Term Care",
,First Baptist Church of Islamorada,,,(305) 664-4910,https://fbcislamorada.org,,Area Services: Places Of Worship,
,Pearl Christian Church,,,(305) 339-6095,https://pearlchristianchurch.org,,Area Services: Places Of Worship,
,Islamorada Pools,,,(305) 852-3133,https://islamoradapools.com,,Area Services: Pool Construction & Maintenance,
,Alina Davis Realtor,,,(305) 393-0541,https://yourflkeysagent.com,,"Area Services: Real Estate, Property Management & Development",
,American Caribbean Real Estate,,,(305) 664-4966,https://americancaribbean.com,,"Area Services: Real Estate, Property Management & Development",
,Berkshire Hathaway HomeServices Keys Real Estate,,,(305) 664-4444,https://keysrealestate.com,,"Area Services: Real Estate, Property Management & Development",
,Better Homes and Gardens Real Estate Destinations,,,(305) 451-1020,https://flkeys-realestate.com,,"Area Services: Real Estate, Property Management & Development",
,Brett Newman PA / The Newman Team,,,(305) 393-1770,https://floridakeysluxuryhomes.com,,"Area Services: Real Estate, Property Management & Development",
ILI,Coastal Realty of the Florida Keys,,,(305) 664-0077,https://coastalrealtyofthefloridakeys.com,https://www.facebook.com/PoppaWahoo,"Area Services: Real Estate, Property Management & Development",
,Coral Island Properties,,,(574) 360-0796,,,"Area Services: Real Estate, Property Management & Development",
,Ewald Wampler Team Ocean Sotheby's International Realty,,,(305) 393-2766,https://fishingforhomes.com,,"Area Services: Real Estate, Property Management & Development",
,Greg Dully Commercial Realtor RE/MAX,,,(305) 900-4232,https://floridakeyscommercial.com,,"Area Services: Real Estate, Property Management & Development",
,Heritage Park Hospitality Group,,,(219) 384-5493,https://hphospitality.com,,"Area Services: Real Estate, Property Management & Development",
,Island Life Property Management,,,(786) 682-6584,,,"Area Services: Real Estate, Property Management & Development",
,Joel Young Realtor American Caribbean Real Estate,,,(305) 432-6610,https://cjoelyoung.com,,"Area Services: Real Estate, Property Management & Development",
,Judy Rossignol Realty One Group Engage the Keys,,,(305) 393-0523,https://ROGEngagetheKeys.com,,"Area Services: Real Estate, Property Management & Development",
,Karen Prince Coldwell Banker Schmitt,,,(305) 731-9667,https://homesforsaleislamorada.com,,"Area Services: Real Estate, Property Management & Development",
ILI,Madeline Rousseau Real Estate,,,(352) 274-2407,https://madelinerousseau.com,https://www.facebook.com/MadelineRousseauRealEstateIslamorada/,"Area Services: Real Estate, Property Management & Development",
,Nancy Hershoff Coldwell Banker Schmitt,,,(305) 393-4061,,,"Area Services: Real Estate, Property Management & Development",
,Ocean Sotheby's International Realty,,,(305) 712-8888,https://oceansir.com,,"Area Services: Real Estate, Property Management & Development",
,Patti Stanley Coldwell Banker Schmitt,,,(305) 393-4433,https://pattistanley.com,,"Area Services: Real Estate, Property Management & Development",
,Realty One Group Destination,,,(305) 522-0280,https://krissyinthekeys.com,,"Area Services: Real Estate, Property Management & Development",
,Sea Haven Realty,,,(305) 998-4387,https://seahavenrealty.com,,"Area Services: Real Estate, Property Management & Development",
,Sharon J. Kelly Realty,,,(772) 971-6747,,,"Area Services: Real Estate, Property Management & Development",
,Taylor Globus Ocean Sotheby's International Realty,,,(305) 401-7675,https://movemetothefloridakeys.com,,"Area Services: Real Estate, Property Management & Development",
,Freebee,,,(305) 330-9450,https://ridefreebee.com,,Area Services: Transportation,
ILI,Islamorada Luxury Golf Carts,,,(305) 394-5350,https://www.islamoradaluxurycarts.com,https://www.facebook.com/p/Islamorada-Luxury-Carts-100088250103863/,Area Services: Transportation,
,Florida Keys Aqueduct Authority,,,(305) 296-2454,https://fkaa.com,,Area Services: Utilities,
,Florida Keys Electric Cooperative,,,(305) 852-2431,https://fkec.com,,Area Services: Utilities,
,Island Disposal,,,(305) 393-3300,https://islanddisposalcompany.com,,Area Services: Utilities,
,Island Paws Veterinary Hospital,,,(305) 664-0142,https://islandpawsvet.com,,Area Services: Veterinary & Pet Services,
,Keys Pet Nanny,,,(305) 304-9403,https://keyspetnanny.com,,Area Services: Veterinary & Pet Services,
,Soggy Paws Pet Resort and Spa,,,(305) 852-4644,https://grannies-spa.edan.io,,Area Services: Veterinary & Pet Services,
,Upper Keys Veterinary Hospital,,,(305) 852-3665,https://upperkeysvet.com,,Area Services: Veterinary & Pet Services,
